ElevatingDevicesNumber,LocationoftheElevatingDevice,ElevatingDevicesLicenseNumber,LICENSESTATUS,LICENSEEXPIRYDATE,LICENSEHOLDER,LICENSEHOLDERACCOUNTNUMBER,LICENSEHOLDERADDRESS,BILLINGCUSTOMER,BILLINGADDRESS,BILLINGACCOUNT
80207,1565 CREEK RD PO BOX 190 VIRGIL L0S 1J0 ON CA,EDLIC-2003-080567,ACTIVE,26-Sep-17,TOWN OF NIAGARA ON THE LAKE,data redacted,1565 CREEK RD PO BOX 190 VIRGIL ON L0S 1J0 CA,TOWN OF NIAGARA ON THE LAKE,"1565 CREEK RD PO BOX 190 VIRGIL, ON, L0S 1J0, CA",data redacted
80208,6380 FALLSVIEW BLVD  NIAGARA FALLS L2G 7X5 ON CA,EDLIC-2004-081303,ACTIVE,24-Mar-17,NIAGARA FALLSVIEW CASINO RESORT,data redacted,6380 FALLSVIEW BLVD  NIAGARA FALLS ON L2G 7X5 CA,NIAGARA FALLSVIEW CASINO RESORT,"6380 FALLSVIEW BLVD  NIAGARA FALLS, ON, L2G 7X5, CA",data redacted
8021,COURT HOUSE  GODERICH N7A 1M2 ON CA,EDLIC-008021,ACTIVE,15-Apr-17,COUNTY OF HURON PHYSICAL SERVICES DEPARTMENT,data redacted,77722D LONDON RD RR 5 CLINTON ON N0M 1L0 CA,COUNTY OF HURON PHYSICAL SERVICES DEPARTMENT,"77722D LONDON RD RR 5 CLINTON, ON, N0M 1L0, CA",data redacted
80210,1840 EGLINTON AVE W  TORONTO M6E 2J4 ON CA,EDLIC-2003-080369,ACTIVE,19-Aug-17,LI III LIMITED,data redacted,3700 STEELES AV W Suite 901 WOODBRIDGE ON L4L 8K8 CA,LI III LIMITED,"3700 STEELES AV W Suite 901 WOODBRIDGE, ON, L4L 8K8, CA",data redacted
80212,200 TERRACE HILL ST  BRANTFORD N3R 1G9 ON CA,EDLIC-2003-080614,ACTIVE,02-Oct-17,BRANT COMMUNITY HEALTHCARE SYSTEM,data redacted,200 TERRACE HILL ST  BRANTFORD ON N3R 1G9 CA,BRANT COMMUNITY HEALTHCARE SYSTEM,"200 TERRACE HILL ST  BRANTFORD, ON, N3R 1G9, CA",data redacted
80213,200 TERRACE HILL ST  BRANTFORD N3R 1G9 ON CA,EDLIC-2003-080225,ACTIVE,23-Jul-17,BRANT COMMUNITY HEALTHCARE SYSTEM,data redacted,200 TERRACE HILL ST  BRANTFORD ON N3R 1G9 CA,BRANT COMMUNITY HEALTHCARE SYSTEM,"200 TERRACE HILL ST  BRANTFORD, ON, N3R 1G9, CA",data redacted
8022,COURT HOUSE  GODERICH N7A 1M2 ON CA,EDLIC-008022,ACTIVE,15-Apr-17,COUNTY OF HURON PHYSICAL SERVICES DEPARTMENT,data redacted,77722D LONDON RD RR 5 CLINTON ON N0M 1L0 CA,COUNTY OF HURON PHYSICAL SERVICES DEPARTMENT,"77722D LONDON RD RR 5 CLINTON, ON, N0M 1L0, CA",data redacted
80228,1600 STAR TOP RD  OTTAWA K1B 3W6 ON CA,EDLIC-2003-080470,ACTIVE,01-Nov-17,519719 ONTARIO INC,data redacted,1801 WOODWARD DR  OTTAWA ON K2C 0R3 CA,519719 ONTARIO INC,"1801 WOODWARD DR  OTTAWA, ON, K2C 0R3, CA",data redacted
80229,1600 STAR TOP RD  OTTAWA K1B 3W6 ON CA,EDLIC-2004-081478,ACTIVE,01-Nov-17,519719 ONTARIO INC,data redacted,1801 WOODWARD DR  OTTAWA ON K2C 0R3 CA,519719 ONTARIO INC,"1801 WOODWARD DR  OTTAWA, ON, K2C 0R3, CA",data redacted
80230,1600 STAR TOP RD  OTTAWA K1B 3W6 ON CA,EDLIC-2004-081479,ACTIVE,01-Nov-17,519719 ONTARIO INC,data redacted,1801 WOODWARD DR  OTTAWA ON K2C 0R3 CA,519719 ONTARIO INC,"1801 WOODWARD DR  OTTAWA, ON, K2C 0R3, CA",data redacted
80231,1600 STAR TOP RD  OTTAWA K1B 3W6 ON CA,EDLIC-2003-080471,ACTIVE,01-Nov-17,519719 ONTARIO INC,data redacted,1801 WOODWARD DR  OTTAWA ON K2C 0R3 CA,519719 ONTARIO INC,"1801 WOODWARD DR  OTTAWA, ON, K2C 0R3, CA",data redacted
80232,11 SUNLIGHT PARK RD  TORONTO M4M 1B5 ON CA,EDLIC-2003-080569,ACTIVE,30-Sep-17,BMW TORONTO,data redacted,11 SUNLIGHT PARK RD  TORONTO ON M4M 1B5 CA,BMW TORONTO,"11 SUNLIGHT PARK RD  TORONTO, ON, M4M 1B5, CA",data redacted
80234,1005 OTTAWA ST N  KITCHENER N2A 1H2 ON CA,EDLIC-2003-080640,ACTIVE,28-Oct-17,LOBLAW PROPERTIES LTD ATTN: NELIA TROJKO,data redacted,1 PRESIDENTS CHOICE CIRCLE 4TH FLOOR SOUTH TOWER BRAMPTON ON L6Y 5S5 CA,LOBLAW PROPERTIES LTD ATTN: NELIA TROJKO,"1 PRESIDENTS CHOICE CIRCLE 4TH FLOOR SOUTH TOWER BRAMPTON, ON, L6Y 5S5, CA",data redacted
80235,955 OLIVER RD  THUNDER BAY P7B 5E1 ON CA,EDLIC-2003-080261,ACTIVE,29-Jul-17,LAKEHEAD UNIVERSITY ATTN:  PHYSICAL PLANT,data redacted,955 OLIVER RD  THUNDER BAY ON P7B 5E1 CA,LAKEHEAD UNIVERSITY ATTN:  PHYSICAL PLANT,"955 OLIVER RD  THUNDER BAY, ON, P7B 5E1, CA",data redacted
80236,200 KING ST N  WATERLOO N2J 2Y7 ON CA,EDLIC-2003-080306,ACTIVE,28-Aug-17,WILFRID LAURIER UNIVERSITY,data redacted,75 UNIVERSITY AVE W  WATERLOO ON N2L 3C5 CA,WILFRID LAURIER UNIVERSITY,"75 UNIVERSITY AVE W  WATERLOO, ON, N2L 3C5, CA",data redacted
80237,200 KING ST N  WATERLOO N2J 2Y7 ON CA,EDLIC-2003-080307,ACTIVE,27-Aug-17,WILFRID LAURIER UNIVERSITY,data redacted,75 UNIVERSITY AVE W  WATERLOO ON N2L 3C5 CA,WILFRID LAURIER UNIVERSITY,"75 UNIVERSITY AVE W  WATERLOO, ON, N2L 3C5, CA",data redacted
80238,3990 MAJOR MACKENZIE DR E  MARKHAM L6C 1P8 ON CA,EDLIC-2003-080670,ACTIVE,30-Oct-17,CITY OF MARKHAM,data redacted,101 TOWN CENTRE BLVD  MARKHAM ON L3R 9W3 CA,CITY OF MARKHAM,"101 TOWN CENTRE BLVD  MARKHAM, ON, L3R 9W3, CA",data redacted
80239,7075 REXWOOD RD  MISSISSAUGA L4T 4M1 ON CA,EDLIC-2004-081487,ACTIVE,11-May-17,REGIONAL MUNICIPALITY OF PEEL,data redacted,7075 REXWOOD RD  MISSISSAUGA ON L4T 4M1 CA,REGIONAL MUNICIPALITY OF PEEL,"7075 REXWOOD RD  MISSISSAUGA, ON, L4T 4M1, CA",data redacted
8024,2072 RIVERSIDE DR  WALKERVILLE N8Y 4S5 ON CA,EDLIC-008024,ACTIVE,15-Sep-17,HIRAM WALKER & SONS LTD ATTN ONORIO D'AGOSTINI,data redacted,2072 RIVERSIDE DR E  WINDSOR ON N8Y 4S5 CA,HIRAM WALKER & SONS LTD ATTN ONORIO D'AGOSTINI,"2072 RIVERSIDE DR E  WINDSOR, ON, N8Y 4S5, CA",data redacted
80240,7075 REXWOOD RD  MISSISSAUGA L4T 4M1 ON CA,EDLIC-2003-080903,ACTIVE,10-Dec-16,REGIONAL MUNICIPALITY OF PEEL,data redacted,7075 REXWOOD RD  MISSISSAUGA ON L4T 4M1 CA,REGIONAL MUNICIPALITY OF PEEL,"7075 REXWOOD RD  MISSISSAUGA, ON, L4T 4M1, CA",data redacted
80241,7075 REXWOOD RD  MISSISSAUGA L4T 4M1 ON CA,EDLIC-2004-081085,ACTIVE,09-Feb-17,REGIONAL MUNICIPALITY OF PEEL,data redacted,7075 REXWOOD RD  MISSISSAUGA ON L4T 4M1 CA,REGIONAL MUNICIPALITY OF PEEL,"7075 REXWOOD RD  MISSISSAUGA, ON, L4T 4M1, CA",data redacted
80243,1154 KINGSTON RD  PICKERING L1V 1B3 ON CA,EDLIC-2003-080525,ACTIVE,15-Sep-17,RE/MAX FIRST REALTY LTD,data redacted,1154 KINGSTON RD  PICKERING ON L1V 1B4 CA,RE/MAX FIRST REALTY LTD,"1154 KINGSTON RD  PICKERING, ON, L1V 1B4, CA",data redacted
80244,865 FLORENCE ST  LONDON N5W 6G6 ON CA,EDLIC-2003-080864,ACTIVE,04-Dec-16,WESTERN FAIR ASSOCIATION,data redacted,900 KING ST  LONDON ON N5Y 5P8 CA,WESTERN FAIR ASSOCIATION,"900 KING ST  LONDON, ON, N5Y 5P8, CA",data redacted
80249,900 KING ST  LONDON N5Y 5P8 ON CA,EDLIC-2003-080324,ACTIVE,02-Sep-17,WESTERN FAIR ASSOCIATION,data redacted,900 KING ST  LONDON ON N5Y 5P8 CA,WESTERN FAIR ASSOCIATION,"900 KING ST  LONDON, ON, N5Y 5P8, CA",data redacted
8025,1001 MONTREAL ST  THUNDER BAY P7C 4V6 ON CA,EDLIC-008025,CANCELLED_NOT_RENEWED,15-Oct-96,GENERAL SCRAP & CAR SHREDDER LTD,data redacted,PO BOX 67 ST BONIFACE POSTAL STATION WINNIPEG MB R2H 3B4 CA,GENERAL SCRAP & CAR SHREDDER LTD,"PO BOX 67 ST BONIFACE POSTAL STATION WINNIPEG, MB, R2H 3B4, CA",data redacted
80250,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241039,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80251,360 CROFT ST  PORT HOPE L1A 4K8 ON CA,EDLIC-2004-080991,ACTIVE,16-Dec-16,EXTENDICARE,data redacted,360 CROFT ST  PORT HOPE ON L1A 4K8 CA,EXTENDICARE,"360 CROFT ST  PORT HOPE, ON, L1A 4K8, CA",data redacted
80253,51 PARLIAMENT ST  TORONTO M5A 2Y5 ON CA,EDLIC-2004-081504,ACTIVE,01-Jan-17,CITY OF TORONTO,data redacted,55 JOHN ST 14TH FL METRO HALL TORONTO ON M5V 3C6 CA,CITY OF TORONTO,"55 JOHN ST 14TH FL METRO HALL TORONTO, ON, M5V 3C6, CA",data redacted
80256,12750 JANE ST  KING CITY L7B 1A3 ON CA,EDLIC-2003-080752,ACTIVE,17-Nov-17,"KCLC PROPERTIES, ULC O/A THE KINGBRIDGE CENTRE",data redacted,12750 JANE ST R R #1 KING CITY ON L7B 1A3 CA,"KCLC PROPERTIES, ULC O/A THE KINGBRIDGE CENTRE","12750 JANE ST R R #1 KING CITY, ON, L7B 1A3, CA",data redacted
80257,200 EAGLE ST  NEWMARKET L3Y 1J6 ON CA,EDLIC-2003-080790,ACTIVE,14-Oct-17,REGIONAL MUNICIPALITY OF YORK - ARMITAGE GARDENS,data redacted,104-1091 GORHAM ST  NEWMARKET ON L3Y 8X7 CA,REGIONAL MUNICIPALITY OF YORK - ARMITAGE GARDENS,"104-1091 GORHAM ST  NEWMARKET, ON, L3Y 8X7, CA",data redacted
80259,955 OLIVER RD  THUNDER BAY P7B 5E1 ON CA,EDLIC-2003-080520,ACTIVE,03-Sep-17,LAKEHEAD UNIVERSITY ATTN:  PHYSICAL PLANT,data redacted,955 OLIVER RD  THUNDER BAY ON P7B 5E1 CA,LAKEHEAD UNIVERSITY ATTN:  PHYSICAL PLANT,"955 OLIVER RD  THUNDER BAY, ON, P7B 5E1, CA",data redacted
8026,1001 MONTREAL ST  THUNDER BAY P7C 4V6 ON CA,EDLIC-008026,CANCELLED_NOT_RENEWED,15-Oct-96,GENERAL SCRAP & CAR SHREDDER LTD,data redacted,PO BOX 67 ST BONIFACE POSTAL STATION WINNIPEG MB R2H 3B4 CA,GENERAL SCRAP & CAR SHREDDER LTD,"PO BOX 67 ST BONIFACE POSTAL STATION WINNIPEG, MB, R2H 3B4, CA",data redacted
80260,360 CROFT ST  PORT HOPE L1A 4K8 ON CA,EDLIC-2004-081128,ACTIVE,13-Feb-17,EXTENDICARE,data redacted,360 CROFT ST  PORT HOPE ON L1A 4K8 CA,EXTENDICARE,"360 CROFT ST  PORT HOPE, ON, L1A 4K8, CA",data redacted
80261,200 EAGLE ST  NEWMARKET L3Y 1J6 ON CA,EDLIC-2003-080789,ACTIVE,14-Oct-17,REGIONAL MUNICIPALITY OF YORK - ARMITAGE GARDENS,data redacted,104-1091 GORHAM ST  NEWMARKET ON L3Y 8X7 CA,REGIONAL MUNICIPALITY OF YORK - ARMITAGE GARDENS,"104-1091 GORHAM ST  NEWMARKET, ON, L3Y 8X7, CA",data redacted
80262,11300 BAYVIEW AVE  RICHMOND HILL L4S 1L4 ON CA,EDLIC-2003-080316,ACTIVE,28-Aug-17,HOLY TRINITY SCHOOL,data redacted,11300 BAYVIEW AVE R R #1 RICHMOND HILL ON L4S 1L4 CA,HOLY TRINITY SCHOOL,"11300 BAYVIEW AVE R R #1 RICHMOND HILL, ON, L4S 1L4, CA",data redacted
80263,135 TAYLOR RD NIAGARA COLLEGE NOTL CAMPUS NIAGARA ON THE LAKE L0S 1J0 ON CA,EDLIC-2004-081191,ACTIVE,27-Feb-17,NIAGARA COLLEGE,data redacted,135 TAYLOR RD  NIAGARA ON THE LAKE ON L0S 1J0 CA,NIAGARA COLLEGE,"135 TAYLOR RD  NIAGARA ON THE LAKE, ON, L0S 1J0, CA",data redacted
80266,46 MANITOBA DR  TORONTO M6K 3C3 ON CA,EDLIC-2003-080731,ACTIVE,31-Oct-17,RICOH COLISEUM C/O MAPLE LEAF SPORTS AND ENTERTAINMENT,data redacted,50 BAY ST 5TH FLOOR TORONTO ON M5J 2L2 CA,RICOH COLISEUM C/O MAPLE LEAF SPORTS AND ENTERTAINMENT,"50 BAY ST 5TH FLOOR TORONTO, ON, M5J 2L2, CA",data redacted
8027,117 HARDISTY ST S  THUNDER BAY P7E 1A1 ON CA,EDLIC-008027,ACTIVE,15-Nov-17,NORTHERN WINDOW MANUFACTURING LTD,data redacted,408 SIMPSON ST ATTN RICHARD ST. AMAND THUNDER BAY ON P7C 3J2 CA,NORTHERN WINDOW MANUFACTURING LTD,"408 SIMPSON ST ATTN RICHARD ST. AMAND THUNDER BAY, ON, P7C 3J2, CA",data redacted
80271,801 AVIATION PARKWAY  OTTAWA K1K 4R3 ON CA,EDLIC-2003-080312,ACTIVE,28-Aug-17,CONSEIL DES ECOLES CATHOLIQUES DE LANGUE FRANCAISE DU CENTRE-EST,data redacted,4000 RUE LABELLE  OTTAWA ON K1J 7V7 CA,CONSEIL DES ECOLES CATHOLIQUES DE LANGUE FRANCAISE DU CENTRE-EST,"4000 RUE LABELLE  OTTAWA, ON, K1J 7V7, CA",data redacted
80283,733 THIRD LINE EAST  SAULT STE MARIE P6A 7C1 ON CA,EDLIC-2004-081369,ACTIVE,05-Apr-17,FJ DAVEY HOME,data redacted,733 THIRD LINE EAST  SAULT STE MARIE ON P6A 7C1 CA,FJ DAVEY HOME,"733 THIRD LINE EAST  SAULT STE MARIE, ON, P6A 7C1, CA",data redacted
80284,733 THIRD LINE EAST  SAULT STE MARIE P6A 7C1 ON CA,EDLIC-2004-081198,ACTIVE,25-Feb-17,FJ DAVEY HOME,data redacted,733 THIRD LINE EAST  SAULT STE MARIE ON P6A 7C1 CA,FJ DAVEY HOME,"733 THIRD LINE EAST  SAULT STE MARIE, ON, P6A 7C1, CA",data redacted
80285,83 YONGE ST  TORONTO M5C 1S8 ON CA,247949,ACTIVE,24-May-17,DUNDEAL CANADA LIMITED PARTNERSHIP,data redacted,150 YORK ST  TORONTO ON M5H 3S5 CA,DUNDEAL CANADA LIMITED PARTNERSHIP,"150 YORK ST  TORONTO, ON, M5H 3S5, CA",data redacted
80287,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241038,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80288,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241047,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80289,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241036,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80290,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241044,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80291,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241041,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80292,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241045,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80293,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241032,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80294,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241046,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80295,5000 YONGE ST  TORONTO M5N 7E9 ON CA,241033,ACTIVE,19-Jan-17,2281140 ONTARIO INC,data redacted,5000 YONGE ST SUITE 1703 TORONTO ON M2N 7E9 CA,2281140 ONTARIO INC,"5000 YONGE ST SUITE 1703 TORONTO, ON, M2N 7E9, CA",data redacted
80297,1539 AVENUE RD  TORONTO M5M 3X4 ON CA,EDLIC-2003-080447,ACTIVE,13-Aug-17,PUSATERI'S FINE FOODS,data redacted,"175 BLOOR ST E, SUITE 601 NORTH TOWER  TORONTO ON M5W 3R8 CA",PUSATERI'S FINE FOODS,"175 BLOOR ST E, SUITE 601 NORTH TOWER  TORONTO, ON, M5W 3R8, CA",data redacted
80298,380 ELGIN MILLS RD E  RICHMOND HILL L4C 5H2 ON CA,EDLIC-2003-080445,ACTIVE,05-Sep-17,APOTEX INC,data redacted,C/O PCG GROUP-EXP 50A STEINWAY BLVD (ESO) ETOBICOKE ON M9W 6H6 CA,APOTEX INC,"C/O PCG GROUP-EXP 50A STEINWAY BLVD (ESO) ETOBICOKE, ON, M9W 6H6, CA",data redacted
803,1230 NORTH SHORE BLVD E  BURLINGTON L7S 1W7 ON CA,EDLIC-000803,ACTIVE,15-Aug-17,JOSEPH BRANT MEMORIAL HOSPITAL,data redacted,1230 NORTH SHORE BLVD E  BURLINGTON ON L7S 1W7 CA,JOSEPH BRANT MEMORIAL HOSPITAL,"1230 NORTH SHORE BLVD E  BURLINGTON, ON, L7S 1W7, CA",data redacted
80300,2140 BARONWOOD DRIVE  OAKVILLE L6M 4V6 ON CA,EDLIC-2003-080296,ACTIVE,20-Aug-17,CHARTWELL SENIORS HOUSING REIT,data redacted,2140 BARONWOOD DR  OAKVILLE ON L6M 4V6 CA,CHARTWELL SENIORS HOUSING REIT,"2140 BARONWOOD DR  OAKVILLE, ON, L6M 4V6, CA",data redacted
80301,2140 BARONWOOD DRIVE  OAKVILLE L6M 4V6 ON CA,EDLIC-2003-080275,ACTIVE,01-Aug-17,CHARTWELL SENIORS HOUSING REIT,data redacted,2140 BARONWOOD DR  OAKVILLE ON L6M 4V6 CA,CHARTWELL SENIORS HOUSING REIT,"2140 BARONWOOD DR  OAKVILLE, ON, L6M 4V6, CA",data redacted
80302,9 JACKES AVE  TORONTO M4T 1E2 ON CA,EDLIC-2003-080627,ACTIVE,15-Oct-17,TSCC # 1546,data redacted,"C/O DEL PROPERTY MANAGEMENT 4800 DUFFERIN ST, BLDG C TORONTO ON M3H 5S9 CA",TSCC # 1546,"C/O DEL PROPERTY MANAGEMENT 4800 DUFFERIN ST, BLDG C TORONTO, ON, M3H 5S9, CA",data redacted
80303,9 JACKES AVE  TORONTO M4T 1E2 ON CA,EDLIC-2003-080419,ACTIVE,29-Aug-17,TSCC # 1546,data redacted,"C/O DEL PROPERTY MANAGEMENT 4800 DUFFERIN ST, BLDG C TORONTO ON M3H 5S9 CA",TSCC # 1546,"C/O DEL PROPERTY MANAGEMENT 4800 DUFFERIN ST, BLDG C TORONTO, ON, M3H 5S9, CA",data redacted
80306,46 MANITOBA DR  TORONTO M6K 3C3 ON CA,EDLIC-2003-080551,ACTIVE,24-Sep-17,RICOH COLISEUM C/O MAPLE LEAF SPORTS AND ENTERTAINMENT,data redacted,50 BAY ST 5TH FLOOR TORONTO ON M5J 2L2 CA,RICOH COLISEUM C/O MAPLE LEAF SPORTS AND ENTERTAINMENT,"50 BAY ST 5TH FLOOR TORONTO, ON, M5J 2L2, CA",data redacted
80307,3050 LAWRENCE AVE E  SCARBOROUGH M1P 2V5 ON CA,EDLIC-2005-082472,ACTIVE,20-Jan-17,SCARBOROUGH GENERAL HOSPITAL  ATTN DEAN PORTEOUS,data redacted,3050 LAWRENCE AVE E  TORONTO ON M1P 2V5 CA,SCARBOROUGH GENERAL HOSPITAL  ATTN DEAN PORTEOUS,"3050 LAWRENCE AVE E  TORONTO, ON, M1P 2V5, CA",data redacted
80311,4317 CENTRAL AVE  BEAMSVILLE L0R 1B0 ON CA,EDLIC-2004-082025,ACTIVE,04-Dec-16,DISTRICT SCHOOL BOARD OF NIAGARA,data redacted,191 CARLTON ST  ST CATHARINES ON L2R 1S1 CA,DISTRICT SCHOOL BOARD OF NIAGARA,"191 CARLTON ST  ST CATHARINES, ON, L2R 1S1, CA",data redacted
80314,45 BRUNSWICK AVE  TORONTO M5S 2L8 ON CA,EDLIC-2004-081476,ACTIVE,07-May-17,KENSINGTON HEALTH CENTRE,data redacted,25 BRUNSWICK AVE  TORONTO ON M5S 2L9 CA,KENSINGTON HEALTH CENTRE,"25 BRUNSWICK AVE  TORONTO, ON, M5S 2L9, CA",data redacted
80315,45 BRUNSWICK AVE  TORONTO M5S 2L8 ON CA,EDLIC-2004-081477,ACTIVE,07-May-17,KENSINGTON HEALTH CENTRE,data redacted,25 BRUNSWICK AVE  TORONTO ON M5S 2L9 CA,KENSINGTON HEALTH CENTRE,"25 BRUNSWICK AVE  TORONTO, ON, M5S 2L9, CA",data redacted
80316,45 BRUNSWICK AVE  TORONTO M5S 2L8 ON CA,EDLIC-2004-081022,ACTIVE,13-Jan-17,KENSINGTON HEALTH CENTRE,data redacted,25 BRUNSWICK AVE  TORONTO ON M5S 2L9 CA,KENSINGTON HEALTH CENTRE,"25 BRUNSWICK AVE  TORONTO, ON, M5S 2L9, CA",data redacted
80317,310 DUNDAS ST  LONDON N6B 3R6 ON CA,EDLIC-2003-080406,ACTIVE,10-Sep-17,DREWLO HOLDINGS INC,data redacted,PO BOX 6000 RR 3 KOMOKA ON N0L 1R0 CA,DREWLO HOLDINGS INC,"PO BOX 6000 RR 3 KOMOKA, ON, N0L 1R0, CA",data redacted
80318,310 DUNDAS ST  LONDON N6B 3R6 ON CA,EDLIC-2004-081073,ACTIVE,05-Feb-17,DREWLO HOLDING INC.,data redacted,RR #3  KOMOKA ON N0L 1L0 CA,DREWLO HOLDING INC.,"RR #3  KOMOKA, ON, N0L 1L0, CA",data redacted
80319,310 DUNDAS ST  LONDON N6B 3R6 ON CA,EDLIC-2003-080579,ACTIVE,14-Oct-17,DREWLO HOLDING INC.,data redacted,RR #3  KOMOKA ON N0L 1L0 CA,DREWLO HOLDING INC.,"RR #3  KOMOKA, ON, N0L 1L0, CA",data redacted
80320,1485 DUFORD DR  ORLEANS K1E 1G1 ON CA,264214,ACTIVE,29-Sep-17,CITY OF OTTAWA - MAIL CODE 452,data redacted,110 LAURIER AVE W  OTTAWA ON K1P 1J1 CA,CITY OF OTTAWA - MAIL CODE 452,"110 LAURIER AVE W  OTTAWA, ON, K1P 1J1, CA",data redacted
80321,733 THIRD LINE EAST  SAULT STE MARIE P6A 7C1 ON CA,EDLIC-2004-081380,ACTIVE,08-Apr-17,FJ DAVEY HOME,data redacted,733 THIRD LINE EAST  SAULT STE MARIE ON P6A 7C1 CA,FJ DAVEY HOME,"733 THIRD LINE EAST  SAULT STE MARIE, ON, P6A 7C1, CA",data redacted
80322,733 THIRD LINE EAST  SAULT STE MARIE P6A 7C1 ON CA,EDLIC-2004-081370,ACTIVE,06-Apr-17,FJ DAVEY HOME,data redacted,733 THIRD LINE EAST  SAULT STE MARIE ON P6A 7C1 CA,FJ DAVEY HOME,"733 THIRD LINE EAST  SAULT STE MARIE, ON, P6A 7C1, CA",data redacted
80325,111 GREY ST  BRANTFORD N3S 4V8 ON CA,EDLIC-2004-080970,ACTIVE,03-Dec-16,BCC 70,data redacted,701 MAIN ST W SUITE 101 HAMILTON ON L8S 1A2 CA,BCC 70,"701 MAIN ST W SUITE 101 HAMILTON, ON, L8S 1A2, CA",data redacted
80338,1645 PARIS ST  SUDBURY P3E 6L5 ON CA,EDLIC-2004-081430,ACTIVE,29-Apr-17,CHARTWELL SENIORS HOUSING REIT O/A SOUTHWIND RETIREMENT RESIDENCE,data redacted,1645 PARIS ST  SUDBURY ON P3E 6L5 CA,SOUTHWIND RETIREMENT RESIDENCE,"1645 PARIS ST  SUDBURY, ON, P3E 6L5, CA",data redacted
80339,1004 MIDDLEGATE RD  MISSISSAUGA L4Y 1M4 ON CA,215862,ACTIVE,11-Aug-17,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,data redacted,1004 MIDDLEGATE RD  MISSISSAUGA ON L4Y 1M4 CA,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,"1004 MIDDLEGATE RD  MISSISSAUGA, ON, L4Y 1M4, CA",data redacted
80340,1004 MIDDLEGATE RD  MISSISSAUGA L4Y 1M4 ON CA,215860,ACTIVE,11-Aug-17,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,data redacted,1004 MIDDLEGATE RD  MISSISSAUGA ON L4Y 1M4 CA,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,"1004 MIDDLEGATE RD  MISSISSAUGA, ON, L4Y 1M4, CA",data redacted
80341,1004 MIDDLEGATE RD  MISSISSAUGA L4Y 1M4 ON CA,215858,ACTIVE,11-Aug-17,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,data redacted,1004 MIDDLEGATE RD  MISSISSAUGA ON L4Y 1M4 CA,CR2LP AS AGENTS FOR 1004 MIDDLEGATE,"1004 MIDDLEGATE RD  MISSISSAUGA, ON, L4Y 1M4, CA",data redacted
